Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10
0;85;45;-55;-5;48;71;43;-45;-52;-31
1;84;56;70;-10;33;37;88;-42;-72;78
0;81;-63;46;45;44;71;-21;4;8;38
1;50;89;71;-37;-2;44;16;63;-4;-88
1;-38;-64;89;73;-99;32;76;27;100;47
1;-1;-99;45;91;59;-96;15;-8;38;32
1;-74;-34;-39;-93;-16;73;46;-54;-17;45
1;21;-15;1;12;-40;-26;-86;-17;-88;-48
0;45;-53;-34;57;67;58;-68;86;-6;-88
0;-95;-2;-37;-5;-7;-94;21;61;-84;-22
0;51;89;-46;72;5;79;11;-3;62;-35
1;49;-86;-22;31;-17;61;-89;-43;-19;-49
1;22;67;-16;40;44;55;41;82;-35;-79
1;-95;-77;-45;69;-79;-43;-59;87;3;-6
0;39;-98;28;10;39;-71;29;79;-69;-33
1;-91;72;-23;-42;18;-78;37;25;82;76
1;-11;27;66;-78;-49;-80;-92;-8;-42;-8
0;-21;-49;-89;1;42;-23;43;25;54;100
1;52;6;32;-76;53;46;-1;72;73;88
1;54;-78;11;84;11;-26;-69;0;93;-33
1;-26;89;87;-23;59;15;64;-56;55;-9
0;-51;66;-71;-37;69;-58;-28;29;35;-92
0;-28;-33;-9;85;44;41;10;-53;-27;-19
1;-69;15;-19;-40;-41;-60;-58;64;-45;99
0;-56;-99;35;76;-23;6;-4;59;-31;-35
0;-81;33;-65;79;96;80;6;52;-43;100
1;-15;-93;20;45;47;35;-45;46;55;92
0;84;99;77;-76;-100;-45;-15;-23;37;95
1;-94;76;-40;-7;62;22;-22;16;-22;-22
1;26;-48;36;-7;-84;49;73;-93;14;-75
1;61;-81;28;-38;-81;-100;-1;17;-42;-61
1;-48;-51;32;50;97;-61;43;-36;9;-15
0;-67;-99;-40;-9;-5;-21;39;55;14;-95
0;5;19;-82;-55;31;75;-36;-61;-4;-25
1;67;73;-39;94;83;-25;55;35;-21;96
1;21;2;-93;-98;-99;53;-28;99;-8;-99
1;-85;-2;-36;15;-92;19;33;83;-78;41
0;-7;98;6;91;25;58;-68;-87;18;-87
0;62;67;11;56;50;-52;34;68;53;94
1;53;-48;44;48;26;-3;-71;55;-64;-47
0;92;26;7;34;-70;-61;44;-60;-98;-4
0;-30;-46;3;-96;-54;72;42;36;28;-76
1;17;75;-30;-75;-24;34;70;-68;57;83
1;-40;-13;-64;-85;-75;-50;68;-4;-62;73
0;-54;-21;-81;-75;-55;68;-62;-45;17;-46
1;-93;9;-47;-7;65;-7;-95;-65;-47;-11
1;99;-10;-60;-74;29;-97;-38;79;-96;25
0;67;10;91;-74;6;40;3;56;85;91
1;-92;67;65;95;-99;84;99;72;44;-13
0;-42;-42;32;11;89;-74;-57;-38;-31;-10
0;-92;-97;-56;80;-33;-26;-2;49;-46;74
1;72;94;52;-37;-24;-65;-79;22;-89;-81
0;-23;-81;-92;-19;55;84;59;42;77;45
0;-10;-58;-66;-84;-71;58;56;90;-34;44
0;65;55;47;-91;22;-39;-78;10;-40;-55
0;50;-17;83;86;68;74;60;-99;-22;-19
1;-96;-51;-8;27;57;-80;-10;-92;5;49
1;-57;-36;33;-88;32;95;60;-72;-37;19
0;87;-47;79;-32;62;-95;-73;-64;-31;80
0;-91;2;-79;-99;75;-37;-66;56;59;86
0;-15;13;28;-32;-88;-44;-21;8;88;-63
0;-45;-57;-49;-83;5;15;2;27;24;42
0;-80;25;72;-51;91;33;-5;88;-76;32
0;80;67;-10;96;-53;4;-43;64;87;18
0;85;-96;-99;56;-20;-59;18;11;-12;-99
1;67;27;-24;-89;51;14;49;71;79;-8
1;61;30;49;63;-79;-14;54;-50;73;53
1;-71;-24;-24;25;55;-28;68;-95;-49;66
0;37;31;24;14;-39;-91;-70;77;-40;80
0;-41;-13;-91;63;-60;48;-89;-13;42;-5
1;-23;-15;23;-49;13;52;98;41;-7;-71
0;29;-25;59;-10;35;95;3;-22;-29;-51
1;-100;21;-68;-6;-56;-20;43;89;55;80
1;12;81;-28;-12;2;-93;-78;-5;10;16
0;-77;7;-84;31;-20;-46;13;17;-27;80
1;57;-66;3;-81;-67;-59;18;-77;33;-75
1;28;-49;73;-80;49;-41;8;-38;-66;-55
0;-20;-43;56;-19;91;2;15;4;22;-81
1;-31;-41;-79;-49;-27;-95;20;7;38;-41
1;-38;18;-13;-97;-37;35;-98;33;-71;-47
0;-16;14;-11;-83;27;29;-98;84;63;-72
0;40;94;66;63;-35;-92;95;1;-79;-38
0;-66;78;61;16;-52;100;-22;-89;-58;84
0;42;-41;79;43;-95;-96;24;72;-64;2
0;28;-9;45;-63;100;-72;16;71;31;19
1;-100;1;12;49;-14;79;-34;-78;6;-66
0;87;12;-31;-74;-79;72;-58;-53;-88;26
0;-100;91;-26;52;94;-7;-1;-40;44;81
1;9;25;-57;90;13;-92;27;62;-95;30
1;31;-46;67;14;-15;-53;46;19;-39;-19
0;-51;-39;-18;96;24;-47;-25;41;25;77
1;58;-99;31;-100;-88;22;-26;-24;-85;58
1;-18;92;10;-38;-24;50;-25;-89;61;39
0;-4;-74;-62;-53;30;36;100;-33;18;-3
0;90;7;66;60;-7;31;-83;30;-22;-96
0;45;1;3;20;-63;83;36;60;-72;-65
0;75;5;60;-63;29;83;8;-75;-73;95
1;-82;8;-80;-27;-71;-29;-53;-88;32;-45
0;-13;-91;-70;-82;-14;-20;59;68;95;-70
1;-67;-93;7;98;84;-99;68;6;-51;26
1;-94;66;-17;76;-10;-50;-66;-46;63;55
1;15;-86;-8;9;-6;22;86;28;73;41
0;67;64;-58;36;3;16;-48;27;25;-58
0;2;96;5;48;-56;-75;74;85;52;50
0;-48;-100;-45;-26;-26;-71;79;-77;-37;-1
0;-78;-94;5;-58;48;-69;-69;-83;-69;-71
0;72;-58;-59;15;61;-13;85;34;3;57
1;-50;32;-72;33;19;44;-30;1;-88;6
0;-38;-15;-32;27;-5;86;46;-46;33;85
1;-93;69;82;1;-34;21;11;82;-76;19
0;48;54;-23;35;-85;-99;-24;-90;55;-62
1;-20;-63;-6;-85;30;-93;-93;-92;-82;73
1;28;-34;79;-43;55;75;30;87;-84;85
1;-21;-61;-90;-96;50;84;69;-7;91;-59
1;-16;-1;1;-18;18;99;-44;3;-77;99
0;86;86;-68;62;-40;-57;-69;89;26;-74
1;-59;-17;-71;60;18;12;-79;89;68;-26
1;80;10;90;-100;29;96;-90;-84;81;37
1;-28;74;60;89;-21;68;-57;-74;-30;10
0;13;68;-76;12;-13;75;41;-56;-87;-92
1;100;-32;-22;-92;-95;-92;-21;74;-8;7
0;28;-63;-64;4;-23;-27;-22;6;-58;-74
0;9;-57;-19;61;28;-68;33;-41;62;-97
0;-38;-13;76;21;-2;91;-42;-29;-3;93
1;-24;0;-46;93;31;73;39;-32;98;-9
0;20;-63;84;-56;82;-77;-53;72;25;-33
1;89;80;28;9;83;-3;1;69;-34;11
0;-38;-39;-43;62;68;0;-31;-18;57;-68
0;28;-52;-66;-54;8;29;-46;73;-62;7
0;-37;20;95;-98;-24;-24;-6;-44;92;-37
0;-66;61;0;44;-97;33;-98;-10;12;-18
0;-2;100;-96;87;-70;-12;51;18;-35;-3
0;55;-2;36;88;-53;-50;35;99;90;31
1;84;46;-42;-98;-43;-11;-37;29;41;93
0;-41;-22;57;66;65;-32;14;73;93;44
1;12;7;34;-25;-67;-34;-14;91;100;-44
0;-19;-53;-6;-97;47;46;85;31;-55;63
1;-75;-50;-25;25;86;-68;-19;64;8;70
1;89;14;30;87;64;-84;-19;90;69;54
0;19;-84;20;-100;5;70;88;60;-95;-77
1;38;64;-79;21;-40;13;-13;-94;-86;19
0;-80;-73;87;25;-11;-68;-57;-86;85;-67
1;-69;-66;65;85;22;91;-93;-33;-50;1
0;43;-93;0;-89;100;-81;-59;-52;-76;8
0;4;19;74;64;-3;-56;-50;51;74;100
1;83;35;77;45;60;-55;-29;-94;96;-10
0;-68;-73;-60;-69;14;43;-83;-43;71;39
1;95;-18;-73;-77;-96;35;8;-93;83;8
0;-12;-86;-24;23;-11;-24;-96;48;-3;-57
1;60;-24;-91;-15;97;97;-73;100;27;-47
1;70;74;-26;45;93;-36;-35;-44;74;-61
1;-21;27;47;21;51;95;-24;-94;-71;33
0;97;-97;21;-60;-35;99;-43;-26;44;-5
0;-1;-61;-77;-28;-20;9;-23;-72;24;-40
0;23;-99;-44;12;96;-97;100;-98;42;-32
0;-97;-82;97;89;-66;-8;-73;4;-31;-93
0;-16;-79;-96;-38;-79;-100;93;35;13;-57
1;-94;-71;-41;95;-91;-62;39;26;-8;17
0;50;-41;-36;-93;-79;57;-1;-35;23;-2
1;81;71;27;-62;48;77;-3;-24;75;-1
1;40;-26;89;75;-55;-4;-29;14;98;-74
1;-6;48;-28;2;13;45;31;-10;42;51
1;80;-15;-51;-85;-82;-22;-3;-84;36;-79
1;-87;-30;55;50;50;-98;68;-65;69;-54
0;-69;-69;9;73;-29;81;82;92;7;91
0;35;-58;9;81;48;-28;-74;-7;-52;-55
1;-48;-99;-56;-57;-83;1;34;55;-75;-33
1;-68;-37;-7;-19;-68;-83;95;-80;83;52
1;28;5;-20;39;-16;26;22;-28;-68;70
0;2;-65;96;-18;90;2;-6;49;-68;-83
0;-66;47;-85;-6;-45;-89;78;59;50;-84
1;-35;35;40;-17;-70;-98;29;84;-50;-7
0;57;28;52;25;-22;-52;43;53;-85;-23
1;88;96;-69;58;-63;76;-37;31;-59;-12
0;-19;-31;-60;-47;-62;99;-59;84;36;25
1;-51;15;-41;87;9;25;40;-89;-88;-88
0;-42;53;19;0;62;72;-73;75;-53;-15
1;-88;-89;59;17;-11;-82;53;-70;74;79
1;-56;-63;-96;-72;-86;-10;-60;-64;-4;1
1;-61;39;-91;58;66;-86;-80;-69;-59;88
1;-89;56;68;-68;-67;-64;86;14;-44;7
1;77;-38;-42;-38;-44;-31;-60;-35;-60;43
0;-83;90;-68;-5;-38;-47;96;18;-97;-52
1;7;-28;-14;48;1;-5;72;12;-24;92
0;-21;21;-15;-21;-75;-60;94;97;-43;65
0;-67;21;32;-40;22;27;0;-92;14;-9
0;68;-31;95;79;-14;-75;-55;-32;29;98
0;21;-24;88;-83;96;37;-84;55;-59;99
1;62;16;-88;85;-91;45;-61;69;-8;-44
0;37;39;-94;-28;-78;-36;100;99;-75;38
0;-47;-84;70;-57;40;-13;89;88;-13;-60
1;67;100;43;99;63;88;-53;78;-99;27
0;-43;-97;-63;-62;43;-6;21;86;-12;-85
1;-95;-81;-1;-68;74;39;-14;66;70;81
1;100;13;50;59;87;62;16;-39;-85;-97
0;-52;17;38;82;55;18;1;2;-37;41
1;-68;-62;87;56;-32;15;52;87;76;26
0;22;81;27;-8;-56;47;46;56;88;-53
0;97;5;-52;-75;80;-72;-100;-11;-54;76
1;73;45;52;-5;23;-11;-61;-36;86;34
0;-2;3;-80;-11;-65;-22;-77;12;88;-53
1;66;25;83;54;16;34;-74;81;63;86
1;-51;58;81;33;49;39;-77;-45;96;-29
0;-22;82;59;4;30;-68;-83;-56;33;85
0;-62;98;51;64;65;-56;-99;-46;-20;77
0;74;-100;-70;59;-2;3;97;51;81;-75
1;-100;-20;-70;14;-3;16;-11;-45;-17;-88
0;0;76;71;10;-7;85;-7;8;-80;-66
0;-96;-95;35;-56;-49;33;1;3;-30;43
1;-58;37;-19;41;85;13;-65;-81;23;-37
0;-70;62;-53;22;39;-22;-84;74;-50;-46
1;94;-52;91;21;96;45;-31;64;32;-33
0;46;13;1;-35;47;12;39;21;-59;59
1;77;-39;67;-39;39;-90;45;-44;76;7
1;19;72;46;-57;0;-25;-31;-86;-5;43
1;-99;84;48;-91;-76;10;-42;56;-97;-63
1;95;-83;53;79;66;0;46;28;83;-54
0;55;6;93;45;39;-57;-73;-23;89;6
1;-98;60;-59;-74;-31;62;93;34;-57;89
0;-67;68;-34;-83;56;-80;62;-35;-32;-67
0;35;61;-90;-21;69;-81;74;80;-50;-23
0;16;-55;-72;39;91;-67;-62;-57;-44;-18
0;25;-84;-13;99;-13;6;-22;89;55;66
0;73;90;-24;-23;55;14;-26;-51;7;89
0;70;45;83;56;-24;4;92;34;64;36
1;40;72;90;-69;-93;100;-25;76;22;-69
1;5;-96;-20;68;-14;-64;80;13;4;-51
1;0;-67;36;-40;-8;40;-62;-12;-67;-68
1;-60;31;-11;20;-82;-44;-49;-45;-68;-13
1;0;91;4;-73;39;39;23;-83;85;83
0;68;69;-63;30;-97;-44;-22;69;53;-15
1;-18;-13;-26;64;-28;-53;-39;-96;-91;87
1;80;-34;69;45;58;-99;-72;-13;30;-63
0;63;-64;-29;38;15;62;-98;-19;-89;0
0;19;91;68;-94;-98;-90;17;30;42;39
0;21;-75;83;58;-67;-33;79;-50;80;-66
1;-34;-33;-50;65;-14;1;-72;97;75;93
0;-29;-46;-90;76;-20;-94;46;-75;-78;-95
0;-88;86;-61;0;55;-86;-78;-3;-3;-100
1;91;-83;74;85;-60;82;15;71;-87;20
0;-33;-83;-73;83;60;21;15;66;-79;73
0;55;-27;20;-34;-64;-22;-40;-96;-13;92
0;18;-7;93;99;-41;43;51;-16;79;-36
0;-3;25;45;-72;-60;69;-70;-26;-31;51
0;17;67;-84;-2;32;-70;76;-49;-91;11
0;-68;-93;10;9;-3;-63;-21;-65;17;86
0;-1;96;9;-29;6;69;-92;-91;-40;85
0;-21;20;77;-85;-65;90;47;-98;-11;-57
1;-15;-51;-33;97;-21;66;4;66;-32;-99
0;-51;38;86;84;-94;99;-65;-22;-24;92
0;-15;-8;-12;-68;0;-69;-50;-18;92;58
0;63;-37;89;57;9;-51;5;-83;-22;-56
1;-20;78;-99;-99;-65;7;-41;73;-29;46
1;81;3;-78;7;33;42;96;-34;-85;78
0;35;47;59;33;-17;79;-100;-91;85;45
1;-15;88;-85;13;-1;-76;4;16;-76;-33
1;73;-94;63;-9;5;-14;33;36;12;-28
1;-74;17;60;-4;-82;-60;29;10;89;-76
1;9;40;92;28;31;53;-18;87;-58;-42
1;-20;93;-77;-6;-25;-10;-53;7;-59;-2
0;-79;-85;33;17;19;30;70;46;78;7
1;-20;-65;99;-61;-60;-13;-10;95;8;40
0;-90;-88;-35;-4;-53;45;-2;-93;0;20
0;49;44;57;9;-86;-57;19;-33;71;11
1;4;95;72;10;0;55;93;24;-89;98
0;59;-38;70;64;-42;-81;55;-85;-10;43
0;40;-28;-84;-58;-39;-74;-69;12;50;-31
1;-70;25;-38;75;-80;-15;0;52;-56;-18
0;-80;86;73;-68;-31;-24;25;-26;-21;-25
1;-78;-74;-31;100;-21;13;95;-19;-75;-48
1;6;-96;-50;-79;-98;49;86;-97;75;-65
1;76;33;-60;58;1;98;-74;27;-29;-9
1;-35;-48;-74;97;-88;52;68;30;38;45
1;-72;-94;74;4;-2;-43;77;-31;-18;-70
1;79;-16;-63;87;15;-80;-4;68;-93;87
1;-58;-34;60;39;15;57;30;-36;7;-28
0;-85;-22;57;8;-45;-95;44;16;-22;45
1;65;-30;77;67;100;18;-56;-24;73;43
1;69;-17;38;-26;-32;-65;-91;-96;-82;74
1;74;22;-58;95;-76;23;-71;-88;8;15
1;78;-76;-82;11;38;-40;55;-63;-78;-13
1;70;-73;54;-64;-46;-31;34;-75;6;-57
1;32;-18;-61;-78;-35;-100;27;29;45;3
0;95;-24;-14;58;-50;-76;-70;-41;-29;-38
1;-23;-6;42;-64;22;10;-30;-1;-52;-13
1;58;-60;-21;-88;89;-89;77;-78;-5;51
1;-5;100;21;29;37;62;-75;-100;44;-38
1;81;-85;-94;39;-77;87;-67;74;-49;94
1;33;76;13;24;10;-38;35;-99;-94;-18
1;-65;-97;97;39;-43;-56;-6;-46;-93;-44
1;-36;-11;46;85;37;91;1;27;58;29
0;94;-98;78;-49;-86;-41;94;-24;78;36
1;46;71;17;-96;87;-90;-73;-51;-13;-74
0;-79;-67;-22;60;89;-47;-59;12;-29;69
0;-48;24;9;65;7;-48;-64;-15;8;-52
0;-45;19;73;35;-53;-47;-78;26;25;-49
1;37;78;66;-34;60;8;80;44;-3;-30
1;7;46;-86;83;74;-54;9;54;-22;-52
0;-79;-81;97;97;-83;23;-74;-33;-63;46
0;9;-42;-5;84;27;-65;97;-60;-13;49
1;-41;-73;-28;-12;-85;18;81;58;-39;34
0;-29;-28;-76;-17;29;-21;86;-89;10;85
0;-38;22;-63;83;32;99;19;-8;82;98
1;30;-32;-11;20;-21;-6;15;88;-11;-31
1;-22;4;-80;-9;45;-46;97;43;26;42
0;83;-76;83;-17;99;52;3;-18;50;18
0;5;-29;1;-72;-22;88;50;-37;81;-42
1;-95;64;-75;52;-94;-12;100;15;16;71
0;62;15;51;88;-60;66;-11;-46;4;62
1;75;-20;41;59;-89;-10;11;63;-29;67
1;97;70;7;8;54;-41;6;24;-11;-47
1;-74;85;26;93;62;-91;-77;56;-80;24
1;99;-31;13;77;79;-88;35;-93;-42;-30
0;5;-33;34;85;87;40;-37;-91;-14;-10
1;86;-38;64;49;-95;-7;50;17;-25;94
1;55;91;32;-21;56;62;-78;46;48;37
1;14;-81;-98;59;24;3;-100;-11;52;59
0;60;34;-29;50;59;60;2;-65;-28;96
0;81;10;3;-50;-34;-86;57;-25;1;-100
0;-64;46;5;-69;96;-69;12;-47;-11;-62
0;-48;-34;-61;-61;55;2;15;-21;-79;69
1;78;8;-58;-59;1;7;-35;17;52;62
1;-56;-25;87;31;55;-38;53;-97;-16;-8
0;39;55;-70;39;-19;-56;-41;-8;17;52
1;-26;-40;-46;53;-97;-61;93;-68;-3;9
0;-47;-77;51;14;53;2;3;-13;-99;-92
1;-87;47;-63;3;41;48;23;36;21;-4
0;-20;83;18;19;48;-78;-10;-65;-23;48
1;23;-42;-59;73;-7;-22;96;94;-19;76
0;3;-18;43;14;71;-32;-36;73;62;-69
1;-75;-28;73;38;45;-50;74;-27;85;37
0;-59;13;12;78;-1;81;47;-27;-98;32
0;-36;77;-32;18;-53;78;-79;28;73;94
1;-68;91;74;-19;-45;62;-22;48;36;-52
1;-25;-24;-25;28;-86;39;-86;-86;-96;-76
1;-53;-18;76;-87;-91;-9;17;-50;92;47
1;65;-61;-74;-46;-48;94;92;-72;97;-11
0;75;-31;5;94;-59;-28;-4;-87;-43;-13
0;2;-4;-94;51;7;-23;62;-41;-21;5
1;0;15;-93;-37;74;-9;94;29;-19;-39
1;-46;4;-98;-23;48;97;-93;94;30;8
0;-66;91;9;34;77;-46;-17;54;-47;-16
0;-53;38;-70;22;62;-70;-5;-31;2;16
0;-57;79;85;-33;86;-43;-5;-11;71;-80
0;-37;85;74;-59;-3;-61;-66;-55;-84;-85
0;-42;-65;26;-47;-90;69;29;72;-59;65
1;-78;-63;13;83;-7;45;75;-87;91;4
1;4;13;-60;-74;28;84;-59;15;36;77
1;-60;-10;8;-62;-29;62;34;19;-12;-77
0;87;-30;-83;-53;56;100;40;-45;-5;-19
0;-27;-51;1;54;19;-50;63;-71;-53;-77
1;36;94;20;88;54;64;-72;3;-20;69
1;36;-48;11;-90;-74;90;2;-89;26;35
0;-10;-53;38;-58;-41;-25;-21;34;-44;-74
0;-16;77;29;-30;71;-60;-95;100;-32;100
0;32;88;-63;69;-43;-96;-6;13;-99;-50
0;86;-79;-80;75;-96;-68;68;-86;85;-25
1;16;90;-98;-93;-52;49;60;91;-20;-1
1;6;31;-86;-96;87;-95;57;-33;59;-51
0;67;-35;-34;60;87;-73;-90;3;23;56
0;-64;-81;-38;-35;75;-96;-89;-53;46;-66
1;5;20;78;34;-97;28;26;63;-30;-65
1;-65;-54;-44;28;-74;67;95;-94;98;99
1;75;4;29;38;-32;79;-44;53;-37;59
1;0;-87;44;14;77;-56;95;-74;-41;-86
1;-29;44;84;-90;-51;-12;-78;65;26;10
0;-17;-28;-12;-28;-36;-91;1;-74;20;95
1;-20;87;-25;38;-65;91;22;-16;-93;43
1;66;-41;82;-88;-19;-86;100;26;-38;-38
0;56;32;-94;96;58;61;69;-28;95;-32
1;22;-25;-8;8;-89;-94;-74;65;-40;-11
0;28;23;-82;6;41;93;-53;44;-39;-28
0;-80;38;80;59;31;-78;48;30;30;56
0;-71;-43;-77;-3;78;78;34;-24;-41;-100
1;34;48;56;-66;-69;-69;71;48;-46;-9
1;100;17;30;-33;34;69;67;-77;17;-25
0;12;81;21;-13;29;-8;-24;16;4;-28
1;-1;-92;95;34;-26;35;27;63;42;70
1;-47;-36;-99;75;43;-22;-68;-8;-8;66
1;-6;-86;-86;-72;-73;-9;-89;-45;-75;10
0;-16;96;41;-59;-37;69;3;40;-60;30
1;-50;-49;2;-24;-22;71;-77;-61;-45;-81
0;57;62;21;-51;-59;59;67;-42;87;3
1;8;36;-78;-83;42;93;-58;-59;-19;-100
1;-35;-1;-59;-81;-65;10;-96;73;-44;21
0;-27;-48;-45;-23;6;51;-46;-46;17;-65
1;-93;16;-53;-1;-52;30;-81;21;79;-69
0;-74;71;61;-54;84;28;59;28;-90;-68
0;38;-75;-93;96;-6;33;79;25;11;60
1;-63;-99;-5;-71;76;-62;95;-12;-81;71
1;-35;-51;78;51;48;-83;-40;-51;16;54
1;-49;-38;13;97;-39;59;17;72;17;68
0;53;-65;-88;65;-53;92;-4;-42;89;55
0;-2;-68;3;5;-54;-100;43;-68;-60;43
1;94;-97;37;-97;0;99;41;-78;14;85
0;68;-31;-79;26;60;23;46;-72;-17;67
1;3;0;-67;43;51;-46;68;79;65;-6
1;-10;50;18;46;-65;-43;-82;-28;8;-88
1;-89;0;-23;-32;7;81;60;40;-95;7
0;58;-18;-56;-54;56;-8;55;-37;44;-17
0;-25;34;-24;56;-23;-17;33;61;-57;78
1;-89;67;7;-74;-83;85;-13;-16;-90;-28
1;-75;-66;-50;-75;-3;-14;-84;-16;-37;35
1;69;-32;35;-71;-18;1;-45;-85;-97;-8
0;-89;3;-77;29;-59;-36;-63;12;-94;-96
1;-51;12;-64;33;-19;-53;-18;-87;-25;-59
0;-76;66;69;-64;-22;-77;45;-32;99;43
0;91;17;22;-51;46;19;-46;65;-81;48
1;42;-20;7;-11;46;-78;58;-97;0;64
1;-42;51;8;92;-52;-68;-34;-90;10;-55
1;24;60;-16;-50;83;28;56;60;48;22
1;-21;-6;-34;57;-40;-13;-73;43;-66;-33
1;67;-1;20;-40;-2;63;-20;-19;-12;-83
0;-1;38;-70;93;11;-38;-6;-44;-31;-26
1;-17;-22;-12;-73;-37;70;28;-99;-68;44
0;-50;65;14;-95;99;45;-21;-42;-89;71
0;47;93;-1;-39;-37;-64;49;-61;-2;29
0;100;58;45;72;47;-31;-95;-13;-71;48
0;-25;64;70;-84;-75;21;-64;41;15;-48
1;38;-89;50;93;13;43;27;100;-92;9
1;31;15;90;79;-44;-10;72;-46;29;42
1;-32;-57;89;-77;72;91;20;75;-9;-11
0;-97;13;-81;51;-2;68;-92;50;-58;90
0;-26;-70;-70;-94;19;29;-39;-41;72;31
0;-14;58;-12;-92;76;-96;53;-17;88;96
0;-67;35;74;-15;33;-98;-32;52;7;-90
1;73;18;-72;-98;30;52;3;-83;71;-79
0;-43;15;55;-35;-64;-25;-14;97;6;-51
0;-12;-82;-77;-88;72;64;-36;-76;1;36
1;-3;-73;-63;-37;68;60;-86;47;-8;-4
1;35;41;29;16;45;13;-93;59;59;-40
0;71;36;-6;-40;-27;63;-58;27;-24;45
1;-47;29;-57;67;-52;-58;44;13;21;-78
0;13;-73;-23;13;-66;-84;-100;21;52;-57
1;50;-79;74;98;57;85;28;-46;75;-96
0;14;18;28;46;-64;-75;34;-49;-91;65
0;-49;-32;26;16;-71;-24;61;97;-24;31
0;78;-19;47;-65;-3;-24;-74;-94;25;71
1;-33;-68;-42;-1;-22;-34;11;-83;51;-32
0;24;4;3;53;11;-39;52;-29;-48;-18
0;-14;33;52;-64;-70;-40;30;-91;43;-54
1;-98;50;-65;54;-31;24;-89;92;-77;85
0;5;-44;28;64;-83;22;-59;35;-38;-43
1;67;-45;29;-35;-55;83;100;-99;1;-75
1;27;-23;-38;-4;-42;-11;-7;-33;-88;-48
1;-89;87;-72;76;-26;60;85;77;-36;88
1;-39;24;-76;38;13;69;24;63;18;-40
1;-79;-3;-42;-25;8;-87;100;-91;93;63
1;-40;23;-23;-37;50;-97;-69;-62;-56;-42
0;5;-98;45;-77;-67;-26;-76;-20;-89;-68
0;-93;-54;54;-38;-2;-23;-47;-8;-57;-35
0;10;66;-1;81;10;-46;25;97;47;-67
1;34;59;-94;-77;-58;90;1;-67;1;-10
0;100;66;50;13;31;-54;60;-37;-17;19
0;7;69;43;-63;-58;65;-55;10;-35;92
1;-34;58;31;-74;-65;72;53;59;64;-36
1;95;-81;-7;-74;36;98;46;80;-90;73
1;28;-28;-64;-12;-3;-29;-13;-20;87;87
1;73;-6;-77;89;-36;5;-42;43;-78;39
0;6;-92;59;-94;61;-57;-65;80;75;72
1;-21;51;74;96;95;-76;66;-85;-16;-22
1;30;-24;25;27;50;-38;-5;100;57;87
0;66;-56;57;-41;60;-10;45;88;18;74
0;-80;12;95;-82;70;86;36;58;-97;8
0;45;-49;63;-12;29;-73;99;3;-30;-62
0;-9;63;-17;-74;23;94;81;4;85;-21
0;47;-78;-55;-81;-64;-75;-30;95;-93;-3
0;10;-72;50;-82;-83;56;7;-41;-8;73
1;86;-16;91;-70;-45;-77;-54;82;54;5
1;54;-31;-15;18;-30;-16;-9;-65;-4;13
0;-57;86;-11;46;-93;-33;94;-38;-97;20
0;9;39;-67;-15;67;16;-42;-55;-33;97
1;-94;-97;53;-94;7;-66;91;90;-32;-74
0;-13;-2;3;-93;-68;-28;26;-50;-37;-18
1;58;85;-57;-9;-79;-54;-93;-20;67;22
0;-68;-70;-54;77;-50;-1;-2;-20;-14;25
1;-91;11;-23;-89;-5;18;83;81;-50;-45
0;29;41;-94;-74;91;-96;-12;2;-94;18
1;84;-9;-31;-49;-41;22;4;-56;23;51
1;-19;-52;-10;5;-51;-69;-20;31;21;-2
0;39;-72;52;62;-27;-97;87;-57;99;82
1;-63;-75;-73;20;-50;57;8;61;59;20
0;-26;-14;-9;91;-8;12;34;96;-77;-27
1;9;67;79;13;-48;-19;-96;79;74;87
0;-4;20;-35;31;-3;11;68;73;33;-91
1;14;57;-36;68;68;62;21;89;-52;86
0;-80;-13;22;45;69;28;83;44;-37;50
0;-6;-95;-40;-49;-17;-97;64;-71;-32;-46
1;-6;87;11;-50;42;17;-59;43;62;94
0;71;-68;52;-4;69;-18;-45;63;2;35
1;-41;-45;16;61;-45;28;-27;-70;1;67
1;-63;-61;-2;-51;-94;-26;34;-24;-46;-43
1;40;90;34;33;-67;49;21;-86;-21;3
0;24;60;-11;71;17;-32;91;-36;76;-69
0;-32;91;-41;-32;1;-70;36;87;63;-36
1;52;-1;97;26;-44;-1;85;34;16;43
1;-96;55;12;-4;72;63;-35;-19;-40;52
0;98;60;-1;-99;-23;-69;58;55;21;-26
1;81;30;8;-64;-3;-44;35;-91;-99;-79
0;-66;-94;-75;-70;-63;77;28;-83;-48;-55
0;-97;-32;63;-48;97;72;73;57;28;14
1;-59;-53;85;46;-49;-87;40;12;-85;64
1;-53;-96;21;-24;25;-80;64;28;-41;-100
0;9;46;-66;43;-54;-49;-34;5;46;86
0;11;-27;-1;14;-14;-88;17;35;-2;89
0;35;-26;16;48;14;15;-80;-65;18;-39
1;60;-36;17;46;-95;-2;-78;-96;-75;13
1;51;7;-26;89;-94;51;31;45;-30;-10
1;-37;49;-2;9;-86;-89;82;-30;40;75
0;-5;73;42;-83;100;47;-57;-47;-68;-36
1;88;94;50;-6;73;-17;-82;-41;-60;-98
0;-2;-33;63;-90;86;-30;4;-18;99;-52
0;3;9;-4;-39;77;-48;-16;5;-81;29
1;14;49;-92;-14;4;-80;-42;36;-71;90
0;17;41;-29;62;71;-68;-41;37;92;76
0;62;21;-35;23;77;-29;-76;23;24;0
